,0,1,2,3
365,weapon,"оружие, боевое средство, средства самозащиты",[ˈwepən],[ˈwepən]
366,apparently,"видимо, очевидно, явно, по всей видимости",[əˈpærəntli],[əˈpærəntli]
367,campaign,кампания,[kæmˈpeɪn],[kæmˈpeɪn]
368,Italian,Итальянский,[ɪˈtæl.jən],[-i.ən]
369,weary,"утомлять, устать, утомляться, усталый",[ˈwɪə.ri],[ˈwɪr.i]
370,counterpart,двойник,[ˈkaʊn.tə.pɑːt],[-t̬ɚ.pɑːrt]
371,kitchen,"кухня, кухонный",[ˈkɪtʃɪn],[ˈkɪtʃɪn]
372,show,Показать,[ʃəʊ],[ʃoʊ]
373,generation,"поколение, генерация, образование",[ˌdʒenəˈreɪʃn],[ˌdʒenəˈreɪʃn]
374,glare,"яркий свет, ослепительный блеск, свирепый взгляд, блики",[ɡleər],[ɡler]
375,sly,"хитрый, лукавый, коварный",[slaɪ],[slaɪ]
376,virtual,виртуальный,[ˈvɜː.tju.əl],[ˈvɝː-]
377,survey,опрос,[ˈsɜːveɪ],[ˈsɜːrveɪ]
378,reproduce,"воспроизводить, размножаться, производить",[ˌriːprəˈdjuːs],[ˌriːprəˈduːs]
379,rank,"ранг, звание, разряд",[ræŋk],[ræŋk]
380,exist,"существовать, быть, находиться",[ɪɡˈzɪst],[ɪɡˈzɪst]
381,recess,"углубление, выемка, паз, перерыв",[rɪˈses],[ˈriː-]
382,dough,"тесто, паста, деньги",[dəʊ],[doʊ]
383,coalition,"коалиция, объединение, союз",[kəʊ.əˈlɪʃ.ən],[koʊ-]
384,we,"мы, нами",[wi],[wi]
385,past,мимо,[pɑːst],[pæst]
386,prosecute,"преследовать в судебном порядке, преследовать по суду, вести, преследовать",[ˈprɒs.ɪ.kjuːt],[ˈprɑː.sɪ-]
387,haul,тянуть,[hɔːl],[hɑːl]
388,intelligent,"умный, разумный, смышленый",[ɪnˈtelɪdʒənt],[ɪnˈtelɪdʒənt]
389,continue,"продолжать, продолжаться, оставаться, Продолжить",[kənˈtɪnjuː],[kənˈtɪnjuː]
390,thrive,"процветать, преуспевать, разрастаться",[θraɪv],[θraɪv]
391,test,"тест, испытание, анализ, контрольная работа",[test],[test]
392,tend,склоняться,[tend],[tend]
393,hot,горячей,[hɒt],[hɑːt]
394,barb,"зубец, шип, колючка",[bɑːb],[bɑːrb]
395,conserve,"консервы, варенье, джем, сохранить",[kənˈsɜːv],[-ˈsɝːv]
396,briefcase,"портфель, кожаный чемоданчик",[ˈbriːf.keɪs],[ˈbriːf.keɪs]
397,grateful,"благодарный, признательный, приятный, благодарен",[ˈɡreɪtfl],[ˈɡreɪtfl]
398,CEO,Исполнительный директор,[ˌsiː.iːˈəʊ],[-ˈoʊ]
399,minor,незначительный,[ˈmaɪnə(r)],[ˈmaɪnər]
400,refuse,отказаться,[ˈrefjuːs],[ˈrefjuːs]
401,addition,дополнение,[əˈdɪʃn],[əˈdɪʃn]
402,postpone,откладывать,[pəʊstˈpəʊn],[pəst-]
403,intestine,"кишка, внутренний, кишечник",[ɪnˈtes.tɪn],[ɪnˈtes.tɪn]
404,owl,"сова, сыч, филин",[aʊl],[aʊl]
405,chance,"шанс, возможность, вероятность",[tʃɑːns],[tʃæns]
406,arm,рука,[ɑːm],[ɑːrm]
407,attorney,"прокурор, адвокат, поверенный",[əˈtɜːni],[əˈtɜːrni]
408,politician,"политик, политикан, государственный деятель",[ˌpɒləˈtɪʃn],[ˌpɑːləˈtɪʃn]
409,freedom,"свобода, право, воля",[ˈfriːdəm],[ˈfriːdəm]
410,remorse,"раскаяние, угрызения совести, сожаление",[rɪˈmɔːs],[-ˈmɔːrs]
411,squirrel,"белка, белочка, беличий",[ˈskwɪr.əl],[ˈskwɝː-]
412,believe,верить,[bɪˈliːv],[bɪˈliːv]
413,novelty,"новинка, новизна, новинки",[ˈnɒv.əl.ti],[ˈnɑː.vəl.t̬i]
414,scope,"рамки, сфера, возможности, объем",[skəʊp],[skoʊp]
415,puppy,"щенок, молокосос, молодой тюлень",[ˈpʌp.i],[ˈpʌp.i]
416,enhance,усилить,[ɪnˈhɑːns],[-ˈhæns]
417,international,"международный, интернациональный, международное состязание, Международный",[ˌɪntəˈnæʃnəl],[ˌɪntərˈnæʃnəl]
418,lever,"рычаг, рукоятка, средство воздействия",[ˈliː.vər],[ˈlev.ɚ]
419,sanctuary,святилище,[ˈsæŋk.tʃʊə.ri],[-tʃu.er.i]
420,swan,"лебедь, бард, поэт",[swɒn],[swɑːn]
421,verge,граница,[vɜːdʒ],[vɝːdʒ]
422,discourage,"отговаривать, обескураживать, расхолаживать, препятствовать",[dɪˈskʌr.ɪdʒ],[-ˈskɝː-]
423,bunny,кролик,[ˈbʌn.i],[ˈbʌn.i]
424,front,фронт,[frʌnt],[frʌnt]
425,bless,"благословить, благословлять, освящать, благослови",[bles],[bles]
426,natural,"естественный, природный, натуральный",[ˈnætʃrəl],[ˈnætʃrəl]
427,movie,"кино, кинофильм, фильм",[ˈmuːvi],[ˈmuːvi]
428,garbage,мусор,[ˈɡɑːbɪdʒ],[ˈɡɑːrbɪdʒ]
429,chapel,часовня,[ˈtʃæp.əl],[ˈtʃæp.əl]
430,sit,"сидеть, заседать, находиться",[sɪt],[sɪt]
431,embassy,посольство,[ˈem.bə.si],[ˈem.bə.si]
432,liver,"печень, печенка, житель",[ˈlɪv.ər],[-ɚ]
433,quickly,"быстро, скоро, срочно",[ˈkwɪkli],[ˈkwɪkli]
434,discern,различать,[dɪˈsɜːn],[-ˈsɝːn]
435,actual,актуальный,[ˈæktʃuəl],[ˈæktʃuəl]
436,corrupt,испорченный,[kəˈrʌpt],[kəˈrʌpt]
437,pond,"пруд, водоем, бассейн",[pɒnd],[pɑːnd]
438,vessel,"судно, сосуд, корабль",[ˈves.əl],[ˈves.əl]
439,adamant,непреклонный,[ˈæd.ə.mənt],[ˈæd.ə.mənt]
440,comfort,"комфорт, удобства, утешение",[ˈkʌmfət],[ˈkʌmfərt]
441,cleanse,"очищать, чистить, дезинфицировать",[klenz],[klenz]
442,perceive,"воспринимать, чувствовать, ощущать",[pəˈsiːv],[pɚ-]
443,tomorrow,"завтра, в ближайшем будущем, завтра",[təˈmɒrəʊ],[təˈmɔːroʊ]
444,bathe,купаться,[beɪð],[beɪð]
445,theft,"кража, воровство, покража",[θeft],[θeft]
446,male,мужской,[meɪl],[meɪl]
447,page,"страница, полоса, паж",[peɪdʒ],[peɪdʒ]
448,obsolete,устаревший,[ˌɒb.səlˈiːt],[ˌɑːb-]
449,kit,Комплект,[kɪt],[kɪt]
450,cage,клетка,[keɪdʒ],[keɪdʒ]
451,towards,к,[təˈwɔːdz],[tɔːrdz]
452,wave,"волна, сигнал, вал",[weɪv],[weɪv]
453,counselor,"советник, консультант, адвокат",[ˈkaʊnslə],[ˈkaʊnslə]
454,screw,"винт, болт, шнек",[skruː],[skruː]
455,English,"английский, английский язык, англичане",[ˈɪŋ.ɡlɪʃ],[ˈɪŋ.ɡlɪʃ]
456,competition,"соискание, конкурс, конкуренция",[ˌkɒmpəˈtɪʃn],[ˌkɑːmpəˈtɪʃn]
457,infer,"делать вывод, заключать, делать заключение, сделать вывод",[ɪnˈfɜːr],[-ˈfɝː]
458,explanation,"объяснение, разъяснение, толкование",[ˌekspləˈneɪʃn],[ˌekspləˈneɪʃn]
459,partition,"раздел, перегородка, разделение",[pɑːˈtɪʃ.ən],[pɑːr-]
460,sentiment,настроение,[ˈsen.tɪ.mənt],[-t̬ə-]
461,ominous,"зловещий, угрожающий",[ˈɒm.ɪ.nəs],[ˈɑː.mə-]
462,query,запрос,[ˈkwɪə.ri],[ˈkwɪr.i]
463,correspondent,корреспондент,[ˌkɒr.ɪˈspɒn.dənt],[ˌkɔːr.ɪˈspɑːn-]
464,amend,"вносить поправки, исправлять, улучшать, поправить",[əˈmend],[əˈmend]
465,ok,Хорошо,[əʊˈkeɪ],[oʊˈkeɪ]
466,vague,расплывчатый,[veɪɡ],[veɪɡ]
467,cripple,"калека, инвалид, калечить",[ˈkrɪp.l̩],[ˈkrɪp.l̩]
468,tough,"жесткий, тяжелый, крутой",[tʌf],[tʌf]
469,forcible,насильственный,[ˈfɔː.sɪ.bl̩],[ˈfɔːr-]
470,yell,"кричать, вопить, выкрикивать",[jel],[jel]
471,teenager,подросток,[ˈtiːnˌeɪ.dʒər],[-dʒɚ]
472,layout,макет,[ˈleɪ.aʊt],[ˈleɪ.aʊt]
473,raw,сырой,[rɔː],[rɔː]
474,wing,"крыло, флигель, фланг",[wɪŋ],[wɪŋ]
475,rob,"грабить, лишать, разбойничать",[rɒb],[rɑːb]
476,den,"логово, притон, берлога",[den],[den]
477,flush,румянец,[flʌʃ],[flʌʃ]
478,lane,"переулок, полоса, дорожка, полоса дороги",[leɪn],[leɪn]
479,session,сессия,[ˈseʃn],[ˈseʃn]
480,destiny,"судьба, предназначение, удел",[ˈdes.tɪ.ni],[ˈdes.tɪ.ni]
481,spiritual,духовный,[ˈspɪrɪtʃuəl],[ˈspɪrɪtʃuəl]
482,catering,"общественное питание, кейтеринг",[ˈkeɪ.tər.ɪŋ],[-t̬ɚ-]
483,pivot,поворот,[ˈpɪv.ət],[ˈpɪv.ət]
484,cape,мыс,[keɪp],[keɪp]
485,frog,"лягушка, стрелка, лягушатник",[frɒɡ],[frɑːɡ]
486,lease,"аренда, сдача внаем, срок аренды, сдавать в аренду",[liːs],[liːs]
487,insurgent,"повстанец, мятежник, инсургент",[ɪnˈsɜː.dʒənt],[-ˈsɝː-]
488,hope,"надежда, упование, чаяние",[həʊp],[hoʊp]
489,brittle,"хрупкий, ломкий, ореховые леденцы",[ˈbrɪt.l̩],[ˈbrɪt̬-]
490,command,команда,[kəˈmɑːnd],[kəˈmænd]
491,prophet,пророк,[ˈprɒf.ɪt],[ˈprɑː.fɪt]
492,factor,"фактор, коэффициент, множитель",[ˈfæktə(r)],[ˈfæktər]
493,mute,"немой, безгласный, безмолвный",[mjuːt],[mjuːt]
494,gust,"порыв, порыв ветра, вкус",[ɡʌst],[ɡʌst]
495,craft,"ремесло, самолет, судно",[krɑːft],[kræft]
496,shine,"блеск, сияние, свет",[ʃaɪn],[ʃaɪn]
497,conspire,заговор,[kənˈspaɪər],[-ˈspaɪr]
498,cupboard,"шкаф, буфет, чулан",[ˈkʌbəd],[ˈkʌbərd]
499,twilight,"сумерки, сумрак, полумрак",[ˈtwaɪ.laɪt],[ˈtwaɪ.laɪt]
500,including,"включая, в том числе, вместе",[ɪnˈkluːdɪŋ],[ɪnˈkluːdɪŋ]
501,chore,"случайная работа, поденная работа, домашняя работа, рутинная работа",[tʃɔːr],[tʃɔːr]
502,widely,"широко, далеко",[ˈwaɪdli],[ˈwaɪdli]
503,savage,"дикарь, невоспитанный человек, жестокий человек",[ˈsæv.ɪdʒ],[ˈsæv.ɪdʒ]
504,crayon,мелок,[ˈkreɪ.ɒn],[-ɑːn]
505,fame,"известность, слава, молва",[feɪm],[feɪm]
506,crush,"раздавить, сокрушать, давить",[krʌʃ],[krʌʃ]
507,shoe,"обувной, сапожный, ботинок, обувь",[ʃuː],[ʃuː]
508,cane,"трость, тростник, прут",[keɪn],[keɪn]
509,of,из,[əv],[əv]
510,tint,"оттенок, тон, краска",[tɪnt],[tɪnt]
511,guess,угадать,[ɡes],[ɡes]
512,lazy,ленивый,[ˈleɪzi],[ˈleɪzi]
513,upcoming,"развивающийся, подающий надежды, идущий вперед, предстоящий",[ˈʌpˌkʌm.ɪŋ],[ˈʌpˌkʌm.ɪŋ]
514,deem,"считать, полагать, думать",[diːm],[diːm]
515,ape,"обезьяна, кривляка, подражать",[eɪp],[eɪp]
516,deter,"удерживать, отпугивать, отговаривать, сдерживать",[dɪˈtɜːr],[-ˈtɝː]
517,ugly,"уродливый, безобразный, неприятный",[ˈʌɡli],[ˈʌɡli]
518,African,Африканский,[ˈæf.rɪ.kən],[ˈæf.rɪ.kən]
519,chip,"обломок, микросхема, фишка, чип",[tʃɪp],[tʃɪp]
520,interest,интерес,[ˈɪntrəst],[ˈɪntrəst]
521,wiggle,покачиваться,[ˈwɪɡ.l̩],[ˈwɪɡ.l̩]
522,guarantee,"гарантия, залог, поручительство",[ˌɡærənˈtiː],[ˌɡærənˈtiː]
523,plumbing,сантехника,[ˈplʌm.ɪŋ],[ˈplʌm.ɪŋ]
524,stock,акции,[stɒk],[stɑːk]
525,government,"правительство, управление, правление",[ˈɡʌvənmənt],[ˈɡʌvərnmənt]
526,relative,"относительный, сравнительный, взаимный, родственник",[ˈrelətɪv],[ˈrelətɪv]
527,besides,"кроме, помимо, кроме того, Помимо",[bɪˈsaɪdz],[bɪˈsaɪdz]
528,outweigh,"перевешивать, быть тяжелее, превосходить в весе",[ˌaʊtˈweɪ],[ˌaʊtˈweɪ]
529,technical,"технический, специальный, промышленный",[ˈteknɪkl],[ˈteknɪkl]
530,museum,музей,[mjuˈziːəm],[mjuˈziːəm]
531,testify,"свидетельствовать, давать показания, быть свидетельством",[ˈtes.tɪ.faɪ],[ˈtes.tɪ.faɪ]
532,tablespoon,столовая ложка,[ˈteɪ.bl̩.spuːn],[ˈteɪ.bl̩.spuːn]
533,gentleman,"джентльмен, господин, барин",[ˈdʒentlmən],[ˈdʒentlmən]
534,nuisance,"неприятность, неудобство, досада",[ˈnjuː.səns],[ˈnuː-]
535,bruise,"синяк, ушиб, кровоподтек",[bruːz],[bruːz]
536,his,"его, свой, свое",[hɪz],[hɪz]
537,hire,прокат,[ˈhaɪə(r)],[ˈhaɪər]
538,remind,напомнить,[rɪˈmaɪnd],[rɪˈmaɪnd]
539,carcass,"каркас, туша, труп",[ˈkɑː.kəs],[ˈkɑːr-]
540,finally,"окончательно, в конце концов, в конечном счете, Ну наконец то",[ˈfaɪnəli],[ˈfaɪnəli]
541,discrete,"дискретный, отдельный, раздельный",[dɪˈskriːt],[dɪˈskriːt]
542,frank,откровенный,[fræŋk],[fræŋk]
543,glass,стакан,[ɡlɑːs],[ɡlæs]
544,thirty,тридцать,[ˈθɜːti],[ˈθɜːrti]
545,relevant,соответствующие,[ˈreləvənt],[ˈreləvənt]
546,forehead,лоб,[ˈfɒr.ɪd],[ˈfɔː.hed]
547,livelihood,"средства к существованию, средства к жизни",[ˈlaɪv.li.hʊd],[ˈlaɪv.li.hʊd]
548,earn,заработать,[ɜːn],[ɜːrn]
549,ID,"идентификация, Айдахо, внутренние размеры, Я БЫ",[ɪd],[ɪd]
550,shut,закрыть,[ʃʌt],[ʃʌt]
551,dirt,"грязь, земля, грунт",[dɜːt],[dɜːrt]
552,to,к,[tə],[tə]
553,answer,ответ,[ˈɑːnsə(r)],[ˈænsər]
554,universe,вселенная,[ˈjuːnɪvɜːs],[ˈjuːnɪvɜːrs]
555,hoist,подъемник,[hɔɪst],[hɔɪst]
556,loose,"свободно, свободный, рыхлый",[luːs],[luːs]
557,mate,приятель,[meɪt],[meɪt]
558,scandal,скандал,[ˈskæn.dəl],[ˈskæn.dəl]
559,definition,"определение, четкость, описание",[ˌdefɪˈnɪʃn],[ˌdefɪˈnɪʃn]
560,after,после,[ˈɑːftə(r)],[ˈæftər]
561,muster,"перекличка, осмотр, сбор, собирать",[ˈmʌs.tər],[-tɚ]
562,interpreter,"переводчик, интерпретатор, истолкователь",[ɪnˈtɜː.prɪ.tər],[-ˈtɝː.prɪ.t̬ɚ]
563,sector,сектор,[ˈsektə(r)],[ˈsektər]
564,thereby,тем самым,[ˌðeəˈbaɪ],[ˌðer-]
565,walk,ходить,[wɔːk],[wɔːk]
566,wallpaper,обои на стену,[ˈwɔːlˌpeɪ.pər],[ˈwɑːlˌpeɪ.pɚ]
567,wide,широкий,[waɪd],[waɪd]
568,another,еще один,[əˈnʌðə(r)],[əˈnʌðər]
569,judge,"судить, оценивать, осуждать",[dʒʌdʒ],[dʒʌdʒ]
570,fabulous,"невероятный, потрясающий, легендарный, сказочный",[ˈfæb.jʊ.ləs],[ˈfæb.jʊ.ləs]
571,small,"небольшой, маленький, малый",[smɔːl],[smɔːl]
572,animal,"животное, зверь, скотина",[ˈænɪml],[ˈænɪml]
573,active,"активный, действующий, действительный",[ˈæktɪv],[ˈæktɪv]
